ID,Address,Response_Address,Response_Y,Response_X,region
77,民東門市,台北市松山區民權東路三段104號,25.061704,121.544826,台北市松山區
78,吉祥門市,台北市松山區南京東路五段156號,25.0512231,121.5629085,台北市松山區
79,新東興門市,台北市松山區南京東路五段264號1樓,25.0511413,121.5666575,台北市松山區
80,新建華門市,台北市松山區南京東路四段137號1樓,25.0518257,121.5553378,台北市松山區
81,西華門市,台北市松山區復興北路313巷30號1樓,25.0588119,121.5462564,台北市松山區
82,敦北門市,台北市松山區敦化北路147號,25.0538579,121.54958,台北市松山區
83,松航門市(松山機場國際航廈1F),台北市松山區敦化北路340-9號,25.0636811,121.5518476,台北市松山區
84,慶城門市,台北市松山區慶城街14號,25.0530844,121.5451793,台北市松山區
85,永吉門市,台北市信義區永吉路30巷104號,25.043421,121.5686384,台北市信義區
86,五分埔門市,台北市信義區永吉路527號1樓,25.045582,121.580442,台北市信義區
87,吳興門市,台北市信義區吳興街141號1樓,25.02943,121.561784,台北市信義區
88,北醫門市,台北市信義區吳興街265號,25.026955,121.5638068,台北市信義區
89,新虎林門市(1.2樓),台北市信義區忠孝東路5段468號,25.04066,121.576827,台北市信義區
90,永春門市,台北市信義區忠孝東路五段361、363號,25.041256,121.574449,台北市信義區
91,逸仙門市,台北市信義區忠孝東路四段502號,25.041058,121.561903,台北市信義區
92,松山門市,台北市信義區松山路105號,25.0478529,121.578009,台北市信義區
93,松捷門市(B1(B3.B4)),台北市信義區松山路11號,25.0491901,121.5782994,台北市信義區
94,六張犁門市,台北市信義區基隆路二段201-1號1樓及崇德街3號1樓,25.0245142,121.5531854,台北市信義區
95,莊敬門市,台北市信義區莊敬路466-1、466-2、472號,25.0266293,121.5677344,台北市信義區
96,福德門市,台北市信義區福德街280號,25.0390757,121.5864187,台北市信義區
97,聯運門市(1、2樓),台北市南港區忠孝東路六段446號,25.0502135,121.5939889,台北市南港區
98,後山埤門市,台北市南港區忠孝東路六段8號1樓,25.0453665,121.5831192,台北市南港區
99,佳樂門市(1、2樓),台北市南港區南港路二段8、10號,25.0544362,121.6059671,台北市南港區
100,大成都門市,台北市萬華區成都路52、54號,25.042612,121.506079,台北市萬華區
101,龍運門市(B1),台北市萬華區西園路一段153號,25.0354487,121.4995792,台北市萬華區
102,西園門市,台北市萬華區西園路二段219號1樓,25.0270176,121.4941314,台北市萬華區
103,新青年門市,台北市萬華區青年路8號,25.026167,121.506181,台北市萬華區
104,長壽門市,新北市三重區三和路二段75號1樓,25.0681846,121.4999514,新北市三重區
105,三和門市,新北市三重區三和路四段109號,25.077518,121.487339,新北市三重區
106,五華門市,新北市三重區五華街126號,25.083335,121.4917547,新北市三重區
107,龍門門市,新北市三重區仁愛街39、41號,25.0716077,121.4967881,新北市三重區
108,台北橋門市,新北市三重區重新路2段5號1樓,25.062875,121.498919,新北市三重區
109,天台門市,新北市三重區重新路2段78號,25.0618907,121.4971982,新北市三重區
110,菜寮門市,新北市三重區重新路3段146、148號1樓,25.059502,121.491516,新北市三重區
111,湯城門市,新北市三重區重新路5段609巷10之5號,25.0459229,121.468447,新北市三重區
112,集美門市,新北市三重區集美街204號,25.054038,121.491012,新北市三重區
113,北大門市,新北市三峽區大學路154號,24.945493,121.3733372,新北市三峽區
114,長峽門市(1、2樓),新北市三峽區民生街106號,24.935295,121.373346,新北市三峽區
115,城美門市,新北市土城區中央路二段181、183號1樓,24.975897,121.442229,新北市土城區
116,永寧門市,新北市土城區中央路三段108、110號,24.966526,121.435354,新北市土城區
117,延德門市,新北市土城區延吉街239號,24.984914,121.467935,新北市土城區
118,延和門市,新北市土城區延和路101號1樓,24.99026,121.467515,新北市土城區
119,海山門市,新北市土城區裕民路134號1樓,24.9862013,121.451482,新北市土城區
120,新頂旺門市(B1),新北市中和區中山路三段122號,25.0065836,121.4748252,新北市中和區
121,永安門市,新北市中和區中和路362號1樓,25.0018098,121.5105202,新北市中和區
122,員山門市(1、2樓),新北市中和區員山路325-3號,25.0009245,121.4811328,新北市中和區
123,景安門市,新北市中和區景平路506、508號1樓,24.9938275,121.5039459,新北市中和區
124,景和門市,新北市中和區景安路162號一樓,24.9929304,121.5046764,新北市中和區
125,景新門市,新北市中和區景新街440號,24.9881616,121.5131532,新北市中和區
126,新和運,新北市中和區興南路一段55-1號,24.9901818,121.5107802,新北市中和區
127,五股門市,新北市五股區成泰路二段71、73號,25.0837271,121.4380516,新北市五股區
128,永百門市(1、2樓),新北市永和區中山路一段222、224號,25.0082989,121.508117,新北市永和區
129,永仁門市,新北市永和區仁愛路150號1樓,25.013117,121.510671,新北市永和區
130,頂運門市,新北市永和區永和路二段116號,25.0119939,121.5151491,新北市永和區
131,頂站門市(1、2樓),新北市永和區永和路二段241-1號,25.0147075,121.5155504,新北市永和區
132,竹林門市,新北市永和區竹林路199號1樓,25.0093155,121.5208233,新北市永和區
133,得和門市,新北市永和區得和路376號1樓,24.9993389,121.5246881,新北市永和區
134,汐站門市,新北市汐止區忠孝東路265號,25.0679924,121.663359,新北市汐止區
135,汐成門市(1、2樓),新北市汐止區建成路80號,25.0725058,121.6648876,新北市汐止區
136,新台門市(1、2樓),新北市汐止區新台五路一段183號,25.063151,121.6554078,新北市汐止區
137,北峰門市,新北市汐止區福德一路262號1樓,25.064389,121.632964,新北市汐止區
138,新汐樟門市,新北市汐止區樟樹一路132號,25.064655,121.6422201,新北市汐止區
139,板站門市(1、2樓),新北市板橋區中山路一段13號,25.0081596,121.4599648,新北市板橋區
140,新遠板門市 (B1(295)),新北市板橋區中山路一段152號,25.0110399,121.464423,新北市板橋區
141,埔運門市,新北市板橋區文化路一段391號,25.0219689,121.467058,新北市板橋區
142,華德門市,新北市板橋區四川路二段47巷1弄1號1樓,24.9950707,121.4541518,新北市板橋區
143,民治門市,新北市板橋區民治街125號1樓,25.0308562,121.4780867,新北市板橋區
144,亞東門市(1樓、B1),新北市板橋區南雅南路二段128號,24.9969807,121.4519363,新北市板橋區
145,慶達門市,新北市板橋區國慶路147號,24.9961531,121.4613356,新北市板橋區
146,新城門市(B1),新北市板橋區新站路28號,25.013487,121.4668732,新北市板橋區
147,板高門市(B1),新北市板橋區縣民大道2段7號,25.0143985,121.4634922,新北市板橋區
148,橋站門市(環球板橋店--板橋火車站B1),新北市板橋區縣民大道2段7號,25.0143985,121.4634922,新北市板橋區
149,大翠運門市,新北市板橋區雙十路二段142號,25.0292623,121.4735839,新北市板橋區
150,雙十門市,新北市板橋區雙十路三段28號1樓,25.030964,121.471335,新北市板橋區
151,麗林門市,新北市林口區中正路179、181號1樓,25.0773847,121.3923263,新北市林口區
152,未來門市,新北市林口區仁愛路二段516號1樓,25.0771336,121.3741883,新北市林口區
153,林口門市,新北市林口區文化三路一段327.329號,25.0711979,121.3633902,新北市林口區
154,十八甲門市,新北市泰山區全興路214號1樓及仁愛路132號1樓,25.0559652,121.4341246,新北市泰山區
155,泰山門市,新北市泰山區泰林路二段189號1樓,25.0611998,121.4333876,新北市泰山區
156,淡金門市(1、2樓),新北市淡水區中山北路一段103號,25.1765627,121.4425393,新北市淡水區
157,淡捷門市,新北市淡水區中正路1號,25.1708406,121.4387955,新北市淡水區
158,淡大門市,新北市淡水區北新路182巷5弄48號,25.1773094,121.449085,新北市淡水區
159,馬偕門市,新北市淡水區民生路56號,25.1378786,121.4619785,新北市淡水區
160,民竹門市,新北市淡水區民族路60號1樓,25.1357609,121.4621976,新北市淡水區
161,英專門市,新北市淡水區英專路25號,25.1696984,121.4454683,新北市淡水區
162,新學府門市,新北市淡水區學府路13號,25.1761429,121.4466516,新北市淡水區
163,深坑門市,新北市深坑區北深路3段249號,25.0043538,121.5994091,新北市深坑區
164,福民門市,新北市新店區中央路147號1樓,24.973328,121.530176,新北市新店區
165,新正門市,新北市新店區中正路234號1樓,24.9730408,121.5398951,新北市新店區
166,新興門市,新北市新店區中正路31號,24.9695098,121.5450861,新北市新店區
167,德運門市,新北市新店區北新路一段307號,24.96784,121.541278,新北市新店區
168,七張門市,新北市新店區北新路二段107號,24.9745943,121.5427574,新北市新店區
169,新大坪門市,新北市新店區民權路17號,24.98271,121.542106,新北市新店區
170,康莊門市,新北市新莊區中平路301號1樓,25.0514281,121.4445656,新北市新莊區
171,新新莊門市,新北市新莊區中正路164號1樓,25.0360173,121.4511569,新北市新莊區
172,輔大門市,新北市新莊區中正路516-3號,25.03246,121.433307,新北市新莊區
173,頂盛門市,新北市新莊區民安西路135號1樓,25.0172422,121.426522,新北市新莊區
174,民安門市(1、2樓),新北市新莊區民安路151號,25.0237059,121.4254375,新北市新莊區
175,幸福門市(1、2樓),新北市新莊區幸福路762號,25.0491992,121.4472172,新北市新莊區
176,福壽門市,新北市新莊區福壽街88號1樓,25.049818,121.458442,新北市新莊區
177,新瑞芳門市(1.2樓),新北市瑞芳區明燈路3段64號,25.10808,121.8067044,新北市瑞芳區
178,樹華門市(1、2樓),新北市樹林區中華路130號,24.980426,121.41716,新北市樹林區
179,樹站門市,新北市樹林區後站街10號,24.991314,121.423829,新北市樹林區
180,樹運門市,新北市樹林區博愛一街37號1樓,24.9909868,121.4259943,新北市樹林區
181,義民門市(1、2樓),新北市蘆洲區民族路126、128號,25.085546,121.4790479,新北市蘆洲區
182,蘆安門市,新北市蘆洲區長安街123號,25.0812423,121.4609716,新北市蘆洲區
183,長榮門市,新北市蘆洲區長榮路418號,25.0880911,121.45945,新北市蘆洲區
184,三民門市,新北市蘆洲區復興路76、78號,25.0865355,121.4751487,新北市蘆洲區
185,鶯歌門市(1、2樓),新北市鶯歌區建國路156號,24.953732,121.350715,新北市鶯歌區
